temporada_alta,dif_min,atraso_15,periodo_dia
0,5,0,tarde
0,54,1,tarde
0,3,0,tarde
0,-7,0,tarde
0,-6,0,tarde
0,32,1,tarde
0,0,0,tarde
0,4,0,tarde
0,4,0,tarde
0,1,0,tarde
0,0,0,tarde
0,48,1,tarde
1,13,0,noche
0,0,0,noche
0,37,1,noche
0,0,0,noche
0,13,0,noche
0,-2,0,noche
0,1,0,noche
0,-10,0,noche
0,2,0,noche
0,1,0,noche
0,13,0,noche
1,-1,0,noche
0,-1,0,noche
0,7,0,noche
0,0,0,noche
0,2,0,noche
0,0,0,noche
0,-1,0,noche
0,12,0,noche
0,4,0,noche
0,0,0,noche
0,53,1,noche
0,5,0,noche
0,-7,0,noche
0,4,0,noche
0,3,0,noche
0,1,0,noche
0,-1,0,noche
0,-3,0,noche
0,14,0,noche
0,16,1,noche
1,67,1,mañana
1,-2,0,mañana
0,1,0,mañana
0,0,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,16,1,mañana
0,4,0,mañana
0,0,0,mañana
0,31,1,mañana
0,1,0,mañana
0,-4,0,mañana
0,24,1,mañana
0,2,0,mañana
0,23,1,mañana
0,2,0,mañana
0,0,0,mañana
0,-3,0,mañana
0,2,0,mañana
0,18,1,mañana
0,3,0,mañana
0,4,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,2,0,mañana
0,53,1,mañana
0,1,0,mañana
0,14,0,mañana
0,3,0,mañana
0,85,1,mañana
1,10,0,tarde
1,-1,0,tarde
0,-1,0,tarde
0,9,0,tarde
0,-2,0,tarde
0,-3,0,tarde
0,-3,0,tarde
0,-8,0,tarde
0,9,0,tarde
0,-4,0,tarde
0,4,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-4,0,tarde
0,4,0,tarde
0,2,0,tarde
0,4,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-3,0,tarde
0,2,0,tarde
0,4,0,tarde
0,-4,0,tarde
0,-3,0,tarde
0,5,0,tarde
0,-5,0,tarde
0,0,0,tarde
0,0,0,tarde
1,9,0,tarde
0,7,0,tarde
0,-1,0,tarde
0,0,0,noche
0,-2,0,tarde
0,-2,0,tarde
0,-3,0,tarde
0,-1,0,mañana
0,3,0,tarde
0,-10,0,mañana
0,-3,0,mañana
0,-2,0,tarde
0,-5,0,mañana
0,2,0,mañana
0,-2,0,tarde
1,2,0,mañana
1,16,1,mañana
0,-2,0,mañana
0,-4,0,mañana
0,2,0,mañana
0,36,1,mañana
0,2,0,mañana
0,-8,0,mañana
0,-4,0,mañana
0,2,0,mañana
0,-6,0,mañana
0,3,0,mañana
0,2,0,mañana
0,-4,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,5,0,mañana
0,-1,0,mañana
0,5,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-4,0,mañana
0,0,0,mañana
0,13,0,mañana
0,0,0,mañana
0,2,0,mañana
0,-1,0,mañana
0,6,0,mañana
0,4,0,mañana
0,7,0,mañana
1,20,1,tarde
1,-3,0,tarde
0,6,0,tarde
0,-3,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,-2,0,tarde
0,-3,0,tarde
0,4,0,tarde
0,7,0,tarde
0,3,0,tarde
0,14,0,tarde
0,-1,0,tarde
0,0,0,tarde
0,14,0,tarde
0,-5,0,tarde
0,-3,0,tarde
0,-3,0,tarde
0,30,1,tarde
0,-4,0,tarde
0,12,0,tarde
0,3,0,tarde
0,29,1,tarde
0,0,0,tarde
0,-1,0,tarde
0,1,0,tarde
1,0,0,mañana
1,0,0,mañana
0,13,0,mañana
0,10,0,mañana
0,3,0,mañana
0,27,1,mañana
0,0,0,mañana
0,13,0,mañana
0,2,0,mañana
0,-8,0,mañana
0,-2,0,mañana
0,1,0,mañana
0,6,0,mañana
0,0,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,20,1,mañana
0,-1,0,mañana
0,1,0,mañana
0,-3,0,mañana
0,12,0,mañana
0,1,0,mañana
0,-2,0,mañana
0,3,0,mañana
0,-6,0,mañana
0,-5,0,mañana
0,9,0,mañana
0,-4,0,mañana
1,7,0,mañana
1,6,0,mañana
0,13,0,mañana
0,-5,0,mañana
0,11,0,tarde
0,-1,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,7,0,mañana
0,1,0,mañana
0,-6,0,mañana
0,-2,0,tarde
0,14,0,mañana
0,3,0,mañana
0,8,0,mañana
0,-2,0,mañana
0,30,1,mañana
0,-3,0,mañana
0,-2,0,tarde
0,10,0,mañana
0,11,0,mañana
0,-4,0,mañana
0,3,0,mañana
0,-5,0,mañana
0,-4,0,mañana
0,-5,0,tarde
0,9,0,mañana
0,-3,0,mañana
0,20,1,mañana
0,7,0,mañana
0,-3,0,mañana
1,59,1,tarde
1,-1,0,tarde
0,7,0,tarde
0,0,0,tarde
0,5,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,5,0,tarde
0,-5,0,tarde
0,21,1,tarde
0,-1,0,tarde
0,35,1,tarde
0,-1,0,tarde
0,0,0,tarde
0,18,1,tarde
0,2,0,tarde
0,2,0,tarde
0,-1,0,tarde
0,9,0,tarde
0,2,0,tarde
1,36,1,tarde
1,19,1,tarde
0,6,0,tarde
0,-7,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,6,0,tarde
0,3,0,tarde
0,0,0,tarde
0,2,0,tarde
0,-5,0,tarde
0,-1,0,tarde
0,2,0,tarde
0,-3,0,tarde
0,0,0,tarde
0,4,0,tarde
0,39,1,tarde
0,0,0,tarde
0,3,0,tarde
0,10,0,tarde
0,5,0,tarde
0,22,1,tarde
0,45,1,tarde
0,8,0,tarde
0,-10,0,tarde
0,-6,0,tarde
0,1,0,tarde
0,-1,0,tarde
0,-2,0,tarde
0,-4,0,tarde
0,6,0,tarde
0,15,0,noche
0,-2,0,noche
0,-4,0,noche
0,-5,0,noche
0,6,0,tarde
0,41,1,noche
0,47,1,tarde
0,20,1,tarde
0,-2,0,noche
0,-1,0,tarde
0,3,0,tarde
0,0,0,mañana
0,15,0,mañana
0,-3,0,mañana
1,7,0,mañana
1,4,0,mañana
0,-2,0,mañana
0,1,0,mañana
0,1,0,mañana
0,-3,0,mañana
0,-8,0,mañana
0,-2,0,mañana
0,1,0,mañana
0,-5,0,mañana
0,3,0,mañana
0,-4,0,mañana
0,-8,0,mañana
0,0,0,mañana
0,-4,0,mañana
0,-3,0,mañana
0,-2,0,mañana
0,4,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,-5,0,mañana
0,2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,4,0,mañana
1,-2,0,mañana
1,1,0,mañana
0,0,0,mañana
0,-3,0,mañana
0,-2,0,mañana
0,26,1,mañana
0,-1,0,mañana
0,-2,0,mañana
0,2,0,mañana
0,-3,0,mañana
0,4,0,mañana
0,1,0,mañana
0,-2,0,mañana
0,1,0,mañana
0,8,0,mañana
0,-5,0,mañana
0,5,0,mañana
0,-4,0,mañana
0,-5,0,mañana
0,38,1,mañana
0,-5,0,mañana
0,-4,0,mañana
0,2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,3,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,1,0,mañana
0,0,0,mañana
0,-4,0,mañana
1,7,0,tarde
1,-4,0,tarde
0,7,0,tarde
0,-1,0,tarde
0,-2,0,tarde
0,6,0,tarde
0,-3,0,tarde
0,-2,0,tarde
0,-2,0,tarde
0,1,0,tarde
0,-6,0,tarde
0,-10,0,tarde
0,4,0,tarde
0,2,0,tarde
0,-1,0,tarde
0,0,0,tarde
0,1,0,tarde
0,-4,0,tarde
0,-7,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,1,0,tarde
0,3,0,tarde
0,7,0,tarde
0,1,0,tarde
0,-12,0,tarde
0,1,0,tarde
0,-8,0,tarde
0,2,0,tarde
0,-3,0,tarde
0,7,0,tarde
1,3,0,tarde
1,18,1,tarde
0,16,1,tarde
0,-4,0,tarde
0,-2,0,tarde
0,-6,0,tarde
0,-4,0,tarde
0,13,0,tarde
0,-3,0,tarde
0,17,1,tarde
0,-3,0,tarde
0,-2,0,tarde
0,-3,0,tarde
0,-5,0,tarde
0,2,0,tarde
0,-3,0,tarde
0,1,0,tarde
0,-5,0,tarde
0,-3,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,5,0,tarde
0,-2,0,tarde
0,2,0,tarde
0,-4,0,tarde
0,-5,0,tarde
0,-2,0,tarde
0,-9,0,tarde
0,-2,0,tarde
1,19,1,tarde
1,8,0,tarde
0,7,0,tarde
0,-2,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,-4,0,tarde
0,1,0,tarde
0,-4,0,tarde
0,-2,0,tarde
0,10,0,tarde
0,6,0,tarde
0,2,0,tarde
0,-2,0,tarde
0,2,0,tarde
0,-1,0,tarde
0,0,0,tarde
0,3,0,tarde
0,-3,0,tarde
0,4,0,tarde
0,-2,0,tarde
0,-2,0,tarde
0,7,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,16,1,tarde
0,7,0,tarde
0,0,0,noche
0,1,0,noche
0,36,1,tarde
0,40,1,tarde
1,6,0,mañana
1,-3,0,mañana
0,4,0,mañana
0,-2,0,mañana
0,6,0,mañana
0,-9,0,mañana
0,-2,0,mañana
0,0,0,mañana
0,0,0,mañana
0,-5,0,mañana
0,1,0,mañana
0,-3,0,mañana
0,-7,0,mañana
0,-4,0,mañana
0,-4,0,mañana
0,-5,0,mañana
0,-4,0,mañana
0,-2,0,mañana
0,0,0,mañana
0,5,0,mañana
0,-3,0,mañana
0,-3,0,mañana
0,-1,0,mañana
0,-5,0,mañana
0,2,0,mañana
0,-5,0,mañana
0,-6,0,mañana
0,-5,0,mañana
0,-5,0,mañana
0,5,0,mañana
0,-5,0,mañana
1,1,0,mañana
1,10,0,mañana
0,2,0,mañana
0,0,0,mañana
0,-5,0,mañana
0,39,1,mañana
0,0,0,mañana
0,-3,0,mañana
0,3,0,mañana
0,7,0,mañana
0,-3,0,mañana
0,3,0,mañana
0,2,0,mañana
0,-7,0,mañana
0,13,0,mañana
0,-2,0,mañana
0,4,0,mañana
0,-14,0,tarde
0,-1,0,mañana
0,7,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,20,1,mañana
0,16,1,mañana
0,-1,0,tarde
0,0,0,mañana
0,6,0,mañana
0,-1,0,mañana
0,11,0,mañana
0,8,0,mañana
0,15,0,mañana
0,8,0,tarde
0,83,1,tarde
1,10,0,tarde
1,19,1,tarde
0,-1,0,tarde
0,3,0,tarde
0,-2,0,tarde
0,-6,0,tarde
0,2,0,tarde
0,1,0,tarde
0,0,0,tarde
0,1,0,tarde
0,3,0,tarde
0,12,0,tarde
0,-1,0,tarde
0,11,0,tarde
0,1,0,tarde
0,9,0,tarde
0,7,0,tarde
0,-2,0,noche
0,3,0,tarde
0,12,0,tarde
0,1,0,tarde
0,-2,0,noche
0,7,0,tarde
0,-7,0,tarde
0,49,1,tarde
0,-4,0,tarde
0,12,0,tarde
0,17,1,tarde
1,4,0,noche
1,7,0,noche
0,-2,0,noche
0,10,0,noche
0,-10,0,noche
0,19,1,tarde
0,0,0,tarde
0,4,0,tarde
0,7,0,tarde
0,0,0,noche
0,46,1,noche
0,6,0,tarde
0,6,0,tarde
0,19,1,tarde
0,37,1,tarde
0,34,1,noche
0,22,1,noche
0,12,0,tarde
0,16,1,tarde
0,7,0,tarde
0,3,0,tarde
0,32,1,noche
0,-1,0,noche
0,1,0,noche
0,6,0,noche
0,-4,0,noche
0,-1,0,noche
0,-5,0,noche
0,-7,0,noche
0,-9,0,noche
0,-2,0,noche
0,10,0,noche
0,11,0,noche
0,-1,0,noche
0,-4,0,noche
0,0,0,noche
0,0,0,noche
1,12,0,mañana
1,1,0,mañana
0,5,0,mañana
0,-4,0,mañana
0,2,0,mañana
0,-4,0,mañana
0,-5,0,mañana
0,-2,0,mañana
0,-4,0,mañana
0,-3,0,mañana
0,-2,0,mañana
0,-6,0,mañana
0,-3,0,mañana
0,-1,0,mañana
0,-4,0,mañana
0,-4,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,-4,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,-4,0,mañana
0,-1,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,-5,0,mañana
0,-2,0,mañana
1,6,0,tarde
1,0,0,tarde
0,-1,0,tarde
0,-5,0,tarde
0,13,0,tarde
0,-1,0,tarde
0,0,0,tarde
0,3,0,tarde
0,0,0,tarde
0,-2,0,tarde
0,10,0,tarde
0,7,0,tarde
0,-3,0,tarde
0,-1,0,tarde
0,9,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,1,0,tarde
0,2,0,tarde
0,-7,0,tarde
0,-2,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,14,0,tarde
1,18,1,noche
1,1,0,noche
0,3,0,noche
0,2,0,noche
0,8,0,noche
0,0,0,noche
0,-2,0,noche
0,5,0,noche
0,-3,0,noche
0,-6,0,noche
0,-5,0,noche
0,3,0,noche
0,-3,0,noche
0,-1,0,noche
0,-1,0,noche
0,1,0,noche
0,-2,0,noche
0,28,1,noche
0,5,0,noche
0,8,0,noche
0,-1,0,noche
0,2,0,noche
0,-5,0,noche
0,3,0,noche
0,-6,0,noche
0,-1,0,noche
0,2,0,noche
0,5,0,noche
0,-1,0,noche
1,-6,0,mañana
1,-2,0,mañana
0,3,0,mañana
0,7,0,mañana
0,9,0,mañana
0,3,0,mañana
0,-2,0,mañana
0,0,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,2,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,-4,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,3,0,mañana
0,0,0,mañana
0,3,0,mañana
0,1,0,mañana
0,-2,0,mañana
0,5,0,mañana
0,-1,0,mañana
0,1,0,mañana
0,1,0,mañana
0,24,1,mañana
0,-2,0,mañana
0,8,0,mañana
1,8,0,noche
1,4,0,noche
0,3,0,noche
0,7,0,noche
0,-3,0,noche
1,-1,0,tarde
1,12,0,tarde
0,2,0,tarde
0,-2,0,tarde
0,5,0,tarde
0,4,0,tarde
0,-3,0,tarde
0,33,1,tarde
0,17,1,tarde
0,2,0,tarde
0,158,1,tarde
0,-4,0,tarde
0,-5,0,tarde
0,8,0,tarde
0,-4,0,tarde
0,2,0,tarde
0,6,0,tarde
0,-4,0,tarde
0,11,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-5,0,tarde
0,0,0,tarde
0,54,1,tarde
0,8,0,tarde
0,-3,0,tarde
0,3,0,tarde
0,-1,0,tarde
0,18,1,tarde
0,-1,0,tarde
0,-7,0,tarde
1,4,0,tarde
1,2,0,tarde
0,-1,0,tarde
0,12,0,tarde
0,44,1,tarde
0,-3,0,tarde
0,-1,0,tarde
0,-6,0,tarde
0,-1,0,tarde
0,14,0,tarde
0,5,0,tarde
0,6,0,tarde
0,-2,0,tarde
0,-3,0,tarde
0,-2,0,tarde
0,50,1,tarde
0,5,0,tarde
0,0,0,tarde
0,71,1,tarde
0,-2,0,tarde
0,8,0,tarde
0,3,0,tarde
0,-3,0,tarde
0,-5,0,tarde
0,0,0,tarde
1,15,0,tarde
1,39,1,tarde
0,11,0,tarde
0,25,1,tarde
0,5,0,tarde
0,65,1,tarde
0,6,0,tarde
0,41,1,tarde
0,14,0,tarde
0,7,0,tarde
0,5,0,tarde
0,-2,0,tarde
0,18,1,tarde
0,1,0,tarde
0,12,0,tarde
0,1,0,tarde
0,4,0,tarde
0,24,1,tarde
0,0,0,tarde
0,6,0,tarde
0,6,0,tarde
0,28,1,tarde
0,11,0,tarde
0,-2,0,tarde
0,14,0,tarde
0,7,0,tarde
0,21,1,tarde
0,-1,0,tarde
0,-1,0,tarde
1,-1,0,mañana
1,0,0,mañana
0,3,0,mañana
0,-2,0,mañana
0,24,1,mañana
0,5,0,mañana
0,-9,0,mañana
0,1,0,mañana
0,0,0,mañana
0,3,0,mañana
0,-5,0,mañana
0,10,0,noche
0,-6,0,mañana
0,15,0,mañana
0,-2,0,mañana
0,10,0,mañana
0,-4,0,mañana
0,17,1,noche
0,0,0,mañana
0,2,0,mañana
0,1,0,mañana
0,9,0,mañana
0,13,0,mañana
0,9,0,noche
0,2,0,mañana
0,24,1,mañana
0,3,0,mañana
0,18,1,mañana
1,15,0,tarde
1,4,0,tarde
0,-4,0,tarde
0,-1,0,tarde
0,11,0,tarde
0,-5,0,tarde
0,-1,0,tarde
0,28,1,tarde
0,-4,0,tarde
0,-2,0,tarde
0,36,1,tarde
0,-1,0,tarde
0,-3,0,tarde
0,2,0,tarde
0,-1,0,tarde
0,24,1,tarde
0,3,0,tarde
0,3,0,tarde
0,-5,0,tarde
0,100,1,tarde
0,-2,0,tarde
0,3,0,tarde
0,7,0,tarde
0,28,1,tarde
0,-2,0,tarde
0,19,1,tarde
0,-7,0,tarde
0,0,0,tarde
0,5,0,tarde
0,5,0,tarde
0,1,0,tarde
1,37,1,mañana
1,-9,0,mañana
0,-3,0,mañana
0,-2,0,mañana
0,13,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,2,0,mañana
0,1,0,mañana
0,-4,0,mañana
0,-2,0,mañana
0,15,0,mañana
0,11,0,mañana
0,-3,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-2,0,mañana
0,-3,0,mañana
0,-7,0,mañana
0,10,0,mañana
0,-6,0,mañana
0,-7,0,mañana
0,0,0,mañana
0,47,1,mañana
0,4,0,mañana
0,-5,0,mañana
0,6,0,mañana
0,-5,0,mañana
0,3,0,mañana
0,-1,0,mañana
0,-4,0,mañana
1,2,0,noche
1,-3,0,noche
0,4,0,noche
0,-2,0,noche
0,11,0,noche
0,7,0,mañana
0,20,1,mañana
0,0,0,mañana
1,3,0,mañana
1,-3,0,mañana
0,-3,0,mañana
0,-1,0,mañana
0,0,0,mañana
0,-4,0,mañana
0,9,0,mañana
0,-3,0,mañana
0,3,0,mañana
0,3,0,mañana
0,-2,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,-3,0,mañana
0,16,1,mañana
0,5,0,mañana
0,3,0,mañana
0,-2,0,mañana
0,6,0,mañana
0,24,1,mañana
0,-3,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,4,0,tarde
0,3,0,tarde
0,-1,0,tarde
0,4,0,tarde
0,1,0,tarde
0,7,0,tarde
0,1,0,tarde
0,-2,0,tarde
0,15,0,tarde
1,-2,0,noche
0,1,0,noche
0,14,0,noche
0,0,0,noche
1,-5,0,mañana
0,-3,0,mañana
0,4,0,mañana
0,14,0,mañana
0,4,0,mañana
0,-3,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-5,0,mañana
0,5,0,mañana
0,1,0,mañana
0,0,0,mañana
0,1,0,mañana
0,2,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,45,1,mañana
0,3,0,mañana
0,0,0,mañana
1,11,0,tarde
0,4,0,tarde
0,2,0,tarde
0,-3,0,tarde
0,-1,0,tarde
0,2,0,mañana
1,12,0,noche
0,-5,0,noche
0,-1,0,noche
0,49,1,noche
0,16,1,noche
0,-2,0,noche
0,0,0,noche
0,0,0,noche
0,-2,0,noche
1,5,0,noche
0,7,0,noche
0,1,0,noche
0,6,0,noche
0,-2,0,noche
0,14,0,noche
0,-3,0,noche
0,10,0,noche
0,4,0,noche
1,9,0,noche
0,9,0,noche
1,-3,0,noche
0,4,0,noche
0,6,0,noche
0,3,0,tarde
1,20,1,noche
1,11,0,noche
0,3,0,noche
0,-6,0,noche
0,1,0,noche
0,0,0,noche
0,-3,0,noche
0,5,0,noche
0,5,0,noche
0,13,0,noche
0,-1,0,noche
0,1,0,noche
0,3,0,noche
0,61,1,noche
0,2,0,noche
0,9,0,noche
0,-3,0,noche
0,14,0,noche
0,-3,0,noche
0,2,0,noche
0,-3,0,noche
0,3,0,noche
0,4,0,noche
0,27,1,tarde
1,1,0,mañana
1,-1,0,mañana
0,1,0,mañana
0,0,0,mañana
0,0,0,mañana
0,-1,0,mañana
0,0,0,mañana
0,0,0,mañana
0,7,0,mañana
0,1,0,mañana
0,1,0,mañana
0,3,0,mañana
0,1,0,mañana
0,0,0,mañana
0,18,1,mañana
0,0,0,mañana
0,22,1,mañana
0,-4,0,mañana
0,1,0,mañana
0,-3,0,mañana
0,115,1,mañana
0,3,0,mañana
0,0,0,mañana
0,25,1,mañana
0,2,0,mañana
0,1,0,mañana
0,12,0,mañana
0,6,0,mañana
0,13,0,mañana
0,0,0,mañana
0,3,0,mañana
1,16,1,tarde
0,2,0,tarde
0,-1,0,tarde
0,-3,0,tarde
0,2,0,tarde
0,3,0,tarde
0,1,0,tarde
0,9,0,tarde
0,-4,0,tarde
0,-2,0,tarde
0,5,0,tarde
0,-4,0,tarde
0,-9,0,tarde
0,6,0,tarde
1,-2,0,mañana
1,0,0,mañana
0,0,0,mañana
0,-1,0,mañana
0,-5,0,mañana
0,-2,0,mañana
0,0,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-4,0,mañana
0,-3,0,mañana
0,0,0,mañana
0,0,0,mañana
0,-3,0,mañana
0,-8,0,mañana
0,0,0,mañana
0,1,0,mañana
0,15,0,mañana
0,-1,0,mañana
0,12,0,mañana
0,-2,0,mañana
0,5,0,mañana
1,-3,0,mañana
1,-3,0,mañana
0,-1,0,tarde
0,3,0,tarde
0,-2,0,mañana
0,1,0,mañana
0,5,0,tarde
0,5,0,tarde
0,-3,0,mañana
0,-5,0,mañana
0,13,0,tarde
0,-1,0,tarde
0,-6,0,mañana
0,1,0,tarde
0,0,0,tarde
0,-2,0,mañana
1,3,0,mañana
1,-6,0,mañana
0,-3,0,mañana
0,7,0,mañana
0,16,1,mañana
0,5,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,1,0,mañana
0,0,0,mañana
0,3,0,mañana
0,-3,0,mañana
0,9,0,mañana
0,-1,0,mañana
0,-4,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,12,0,mañana
0,23,1,mañana
0,-6,0,mañana
0,1,0,mañana
0,3,0,mañana
0,4,0,mañana
0,1,0,mañana
0,0,0,mañana
0,8,0,mañana
0,7,0,mañana
0,2,0,mañana
0,-3,0,mañana
0,-4,0,tarde
0,-4,0,noche
0,-5,0,mañana
0,0,0,noche
0,1,0,mañana
0,2,0,noche
0,-2,0,mañana
0,-3,0,noche
0,-3,0,mañana
0,1,0,tarde
0,-5,0,mañana
0,-3,0,tarde
0,2,0,mañana
0,0,0,tarde
0,-1,0,mañana
0,-5,0,tarde
0,-6,0,mañana
0,-4,0,mañana
0,2,0,mañana
0,2,0,mañana
0,4,0,mañana
0,10,0,mañana
1,6,0,tarde
1,-1,0,tarde
0,-3,0,tarde
0,1,0,tarde
0,-1,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,2,0,tarde
0,2,0,tarde
0,0,0,tarde
0,1,0,tarde
0,0,0,tarde
0,0,0,tarde
0,-5,0,tarde
0,1,0,tarde
0,2,0,tarde
0,-5,0,tarde
0,-5,0,tarde
0,-5,0,tarde
1,-6,0,tarde
1,-1,0,tarde
0,-3,0,tarde
0,-4,0,tarde
0,4,0,tarde
0,-3,0,tarde
0,-2,0,tarde
0,-2,0,tarde
0,3,0,tarde
0,3,0,tarde
0,-3,0,tarde
0,2,0,tarde
0,-1,0,tarde
0,-6,0,tarde
0,-2,0,tarde
0,5,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-2,0,tarde
0,7,0,tarde
0,0,0,tarde
0,2,0,tarde
0,0,0,tarde
0,-3,0,tarde
0,9,0,tarde
0,-6,0,tarde
0,-1,0,tarde
1,-1,0,tarde
1,-2,0,tarde
0,6,0,tarde
0,0,0,tarde
0,10,0,tarde
0,6,0,tarde
0,-1,0,tarde
0,-2,0,tarde
0,11,0,tarde
0,3,0,tarde
0,0,0,tarde
0,4,0,tarde
0,2,0,tarde
0,-3,0,tarde
0,-6,0,tarde
0,-4,0,tarde
0,10,0,tarde
0,0,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-3,0,tarde
0,15,0,tarde
0,-4,0,tarde
0,-1,0,tarde
0,-1,0,tarde
0,16,1,tarde
0,2,0,tarde
0,0,0,tarde
0,0,0,tarde
0,3,0,tarde
1,5,0,noche
0,-1,0,noche
0,2,0,noche
0,-3,0,noche
0,0,0,noche
0,-8,0,noche
0,-1,0,noche
0,3,0,noche
0,0,0,noche
0,159,1,mañana
0,1,0,mañana
0,0,0,mañana
0,-2,0,mañana
0,7,0,mañana
0,-1,0,mañana
0,0,0,mañana
0,0,0,mañana
0,8,0,mañana
0,0,0,mañana
0,-1,0,mañana
0,9,0,mañana
0,2,0,mañana
0,0,0,mañana
0,-7,0,mañana
0,-1,0,mañana
1,3,0,mañana
0,2,0,mañana
0,-1,0,mañana
0,2,0,mañana
0,-1,0,mañana
0,4,0,mañana
0,-1,0,mañana
0,2,0,mañana
0,9,0,mañana
0,0,0,mañana
0,-2,0,mañana
0,6,0,mañana
0,1,0,mañana
0,-1,0,mañana
0,13,0,mañana
0,12,0,mañana
0,4,0,mañana
1,-2,0,tarde
1,4,0,tarde
0,8,0,mañana
0,8,0,tarde
0,-4,0,tarde
0,-1,0,tarde
0,2,0,tarde
0,1,0,tarde
0,-3,0,noche
0,1,0,mañana
0,8,0,tarde
0,1,0,tarde
0,-2,0,tarde
0,0,0,tarde
0,-3,0,tarde
0,2,0,tarde
0,1,0,mañana
0,0,0,tarde
0,-3,0,tarde
0,0,0,tarde
0,-1,0,tarde
0,-3,0,tarde
0,26,1,tarde
0,-6,0,mañana
0,1,0,tarde
0,-1,0,tarde
0,4,0,tarde
0,5,0,tarde
0,-7,0,tarde
0,0,0,tarde
0,6,0,mañana
0,-4,0,tarde
0,16,1,tarde
0,-2,0,mañana
0,-1,0,tarde
0,-3,0,mañana
0,-2,0,tarde
0,-6,0,mañana
0,-2,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,0,0,mañana
0,-1,0,mañana
0,-1,0,mañana
0,5,0,mañana
1,-3,0,tarde
0,5,0,tarde
0,34,1,tarde
0,-1,0,tarde
0,-2,0,tarde
0,6,0,tarde
0,-1,0,tarde
0,-4,0,tarde
0,-1,0,tarde
0,-1,0,tarde
1,5,0,tarde
0,-5,0,tarde
0,-5,0,noche
0,-6,0,tarde
0,-1,0,tarde
0,7,0,tarde
0,8,0,tarde
0,-2,0,tarde
0,94,1,tarde
1,9,0,noche
1,-1,0,noche
0,2,0,noche
0,3,0,tarde
0,-1,0,noche
0,-6,0,noche
0,-1,0,noche
0,-1,0,noche
0,-1,0,tarde
0,-1,0,noche
0,2,0,noche
0,-4,0,noche
0,9,0,noche
0,2,0,tarde
0,-2,0,noche
0,-5,0,noche
0,-1,0,noche
0,1,0,noche
0,0,0,tarde
0,13,0,noche
0,-1,0,noche
0,1,0,noche
0,6,0,noche
0,0,0,noche
0,2,0,noche
0,9,0,noche
1,-4,0,noche
0,6,0,mañana
0,-2,0,mañana
0,8,0,noche
0,6,0,mañana
0,20,1,noche
0,-2,0,mañana
0,-3,0,noche
0,-1,0,mañana
0,7,0,noche
1,9,0,mañana
1,3,0,mañana
0,4,0,mañana
0,3,0,mañana
0,8,0,mañana
0,4,0,mañana
0,4,0,mañana
0,-2,0,mañana
